indice_tiempo,agricultura_ganaderia_caza_silvicultura,pesca,explotacion_minas_canteras,industria_manufacturera,suministro_electricidad_gas_agua,construccion,sectores_productores_bienes,comercio_mayorista_minorista_reparaciones,hoteles_restaurantes,transporte_almacenamiento_comunicaciones,intermediacion_financiera,actividades_inmobiliarias_empresariales_alquiler,admin_publica_planes_seguridad_social_afiliacion_obligatoria,ensenianza,servicios_sociales_salud,otras_actividades_servicios_comunitarias_sociales_personales,hogares_privs_servicio_domestico,sectores_productores_servicios,valor_agregado_bruto_precios_basicos,impuesto_valor_agregado,derechos_importacion,impuestos_productos_netos_subsidios,producto_interno_bruto_precios_mercado
2011-04-01,242910.14872813152,5048.167741083719,65757.97959274765,346818.1536830139,23850.746422906002,102469.46376735049,786854.6599352334,271757.2621933212,37487.92281002945,129268.22302260667,65776.11919941482,194096.16889789485,139109.88057769672,102272.71009377543,94964.66672671339,61220.27515989792,14310.654655104016,1110263.8833364546,1897118.5432716878,147568.469260908,13661.069328560001,178775.75355375567,2237123.8354149116
2011-07-01,120992.88532780431,3595.234831420674,76322.63449551501,364873.5663258405,26542.422971269272,112936.44306903465,705263.1870208844,291175.4554870511,43610.682189089806,126662.65130876417,72954.3779544794,211285.55707832245,141990.09341104727,109912.0939932931,99646.3876694788,63837.194885082754,15621.761522833445,1176696.2554994423,1881959.4425203267,164408.01997528,15245.58875548,188874.2125410836,2250487.26379217
2011-10-01,124753.22707002828,2558.2091569193917,83622.70167066214,370138.88718871796,23654.75106102942,112388.172360094,717115.9485074511,293135.80182422465,45347.39245937776,130511.89864526397,78844.3825404038,238518.3040481335,161580.536217556,111480.32242979169,99461.56317206954,67392.62896794775,15987.413360331386,1242260.2436651003,1959376.1921725508,167914.71330252002,16867.51923576,195499.7387594022,2339658.163470233
2012-01-01,96983.83299596007,5122.472457280696,82781.650775201,360515.88540075585,25916.534010123873,119995.75091900161,691316.1265583232,294728.5592252559,53170.73653687659,141457.7934422763,79614.33629937054,217212.27961779872,162273.91169257546,125737.85472116809,109398.56135029513,70289.56111935142,17631.31321317554,1271514.9072181438,1962831.0337764665,170440.60004224,13780.87536724,198507.0941666848,2345559.6033526314
2012-04-01,228601.43615603546,2804.2978123460234,83926.31652020248,393629.28298752283,28679.043959043116,123163.02908354407,860803.406518694,315299.9139095101,49680.690657642546,154272.56139463716,88865.82111441428,239046.31064877665,185743.31116773706,133960.11067007147,119746.55497529625,77264.91038594846,19205.763406357604,1383085.9483303917,2243889.3548490857,180347.81131507998,13333.535588919998,213527.34463494306,2651098.0463880287
2012-07-01,131386.24321183463,4446.81882717037,84311.60050924409,415004.4031485335,33490.09588042763,134971.2128675258,803610.3744447362,339283.37729452597,56373.15762023656,151418.70502376294,98232.89332036594,255517.13336934889,182206.1006598345,138896.28324982978,129509.67205130665,83452.53650921096,20516.224640064334,1455406.0837384863,2259016.458183223,196950.45141784,18471.629291639998,230389.0109625568,2704827.5498552597
2012-10-01,136598.7644910122,4125.8584564100365,92486.91668228628,436474.8225561608,28197.326180307075,134126.04578257128,832009.7341487478,351095.4817599013,58336.95023965509,157805.02003521842,106338.39430080605,283127.3065453696,208462.7063720955,142298.94179299,137957.50307156105,85201.16847112047,21189.281121585314,1551812.7537103028,2383822.4878590503,214246.89863736005,20985.95152164,231114.85524822792,2850170.193266278
2013-01-01,131997.09992809765,4287.118159072882,88379.06427913328,432936.3709365815,36053.17738335114,153392.0470710697,847044.8777573062,367542.9180802735,64809.38357442844,169317.1067180511,103001.12836118386,266608.70954912825,206830.60168257714,156195.66794093288,134850.31986406117,87393.34858294083,22901.636971792173,1579450.8213253694,2426495.6990826763,222883.78907487998,20386.70942576,219214.66148779506,2888980.8590711113
2013-04-01,302384.21613699937,11782.11442608955,90862.89628803659,500644.65081876516,39044.38168568937,156234.01389104617,1100952.2732466261,415589.8271599271,61214.17484799652,193342.21763829922,114188.70784075446,296325.1884123566,232818.95847858142,165055.39166961977,158584.94544106617,96325.6231539506,26092.356893009608,1759537.3915355615,2860489.6647821874,234247.9469868,22056.028922280002,271017.271363417,3387810.9120546845
2013-07-01,143782.95081773578,8480.136792385452,98443.20123877654,523693.4233398435,46245.91485750179,171288.84272113693,991934.46976738,426207.30695293477,70062.02463291636,188611.3194838248,124670.96148608568,341886.6607497447,239790.78072710836,174871.64379935453,169292.20499988637,104661.05337610986,26387.396931743333,1866441.3531397085,2858375.822907089,263989.40891724004,25012.9866636,289168.32789027295,3436546.546378202
2013-10-01,201511.12224679824,6456.768736784456,114741.0561433312,553191.170051229,37451.535143563386,172562.11800457217,1085913.7703262784,439846.4737636047,75159.76373937076,196857.07385600478,138756.8998206794,375606.76787488017,283205.7101281972,186896.85365308807,183489.1040625877,107805.04339516093,28457.1036368964,2016080.7939304702,3101994.564256749,274903.85962688,26746.358417680003,276250.8531035162,3679895.635404825
2014-01-01,183314.5480835679,5924.489160864568,157421.23384308428,590474.3878497367,44898.44957410672,192865.18864926006,1174898.2971606203,493281.30981234025,88377.85385804663,224182.52819529522,135629.3695884487,345883.7427478457,282775.9082902085,201201.86392655564,176622.75366578382,114583.31886121348,31011.404246773294,2093550.0531925114,3268448.350353132,309691.18495808,27670.409867759998,311838.91599210736,3917648.8611710793
2014-04-01,513424.68326573935,15312.734195286093,170815.73312443058,680014.2786430883,51804.12223796864,209549.26694337785,1640920.8184098909,549393.1503962188,84158.23332560423,262390.5671843226,153098.74809479454,384467.2324007642,324991.6926118554,222177.28304695064,210772.608047423,125556.75529215488,31594.204006620756,2348600.474406709,3989521.2928166008,313730.04692224,29392.48605644,369985.6991250286,4702629.524920309
2014-07-01,246382.5297952137,12499.212605671495,173958.69479304217,700541.5773867221,63789.50685355932,225924.3767861852,1423095.8982203938,573298.2346759564,94445.58665897122,256226.23980635728,166657.9018565121,443598.8899931702,334689.255356717,235098.74541230826,232582.35542662928,137424.99643614006,35385.363162027585,2509407.5687847896,3932503.467005183,343668.15938920004,32086.799789400004,377244.6924944915,4685503.118678275
2014-10-01,242748.60626376737,9915.178061986919,178584.22837452224,734802.9450352461,50475.392859872976,220812.1196822412,1437338.4702776368,597128.1737082417,103423.54505054616,268581.3429695618,183561.16492016098,490574.74986046733,403728.0960069701,257080.1368946508,260121.29682595425,143462.48069732275,37553.87411184214,2745214.861045718,4182553.331323355,357721.83814123995,31084.097915200004,439204.9294909372,5010564.196870732
2015-01-01,195379.3876073505,7832.486095335875,180604.36694988416,730491.4722712688,61168.20338939402,243619.57498416575,1419095.4912973994,688400.1687446333,120726.2543758668,288693.5637316656,182536.34971511032,456264.23623078095,389883.85265998385,272177.8755649581,262531.732065733,152356.0140635724,41777.56707363689,2855347.6142259412,4274443.10552334,393857.66117795993,31586.925806360003,392806.04782097624,5092693.740328637
2015-04-01,397717.9628293306,16256.127992552865,189581.98249987126,849895.0976262846,69924.55782227636,261978.01185159435,1785353.74062191,791527.671799954,113446.1413093729,332279.79476076184,187475.25963444874,523015.93797277124,456247.82487566705,307340.45757422555,309513.6327408063,169122.50926461766,41643.28460480223,3231612.5145374276,5016966.255159338,400360.9093855201,31967.041500159998,502184.6493215827,5951478.855366601
2015-07-01,269671.86968233646,18754.170093881537,192271.76472452036,887018.3030057215,83414.92421149847,304665.9578347201,1755796.9895526785,869149.1196824624,128764.30490405062,326221.8409629482,200306.82505816733,597212.4714154208,469437.5827489302,342324.9857789776,307684.6172979374,184437.2129199584,45305.02399280724,3470843.98476166,5226640.9743143385,456261.23112824,37941.77321424,500886.77711477893,6221730.755771598
2015-10-01,309895.1543098862,12714.53713391437,197592.1389528256,910371.3313102905,72920.23187877405,279087.08173969755,1782580.4753253881,882373.2094145787,138049.7624871059,331179.9762759054,220482.74094087412,662026.8319466535,551590.042440839,389292.58282168664,322038.4537104955,189744.981534472,49434.8184497722,3736213.400022384,5518793.875347771,481825.16224456,40553.52462036,510967.6690898407,6552140.231302531
2016-01-01,308730.1580046944,11985.063387990229,252955.47353368494,967140.3809593426,98093.87187109936,292398.22263476095,1931303.1703915724,939004.84620929,159665.2774700892,383217.7808897608,280921.49705837865,641812.8906939644,549002.3197646765,381836.32639903115,359979.5271203321,207129.9641343374,53021.42401921523,3955591.8537590755,5886895.024150648,532675.23356252,50149.72474312,536925.0626497536,7006645.045106042
2016-04-01,857758.9372172866,24509.34879358975,272755.74535535934,1096841.0266008158,128681.2031827469,298003.2543563318,2678549.51550613,1086197.7640585762,148146.18623423783,453219.47709503555,301316.4930811536,705908.6662125997,611429.0592383654,430138.2307672328,441165.21848045,231291.53700858317,55742.16488090286,4464554.797057137,7143104.312563268,565910.30608316,56037.174524439986,649504.6890083443,8414556.482179211
2016-07-01,401693.00109524885,30635.48918886061,265538.1476506839,1164134.1205794127,147473.2119807367,340295.2427235883,2349769.213218531,1183989.6151210992,174634.15690716356,448652.90280832176,335495.8571859427,810505.0876805127,653035.6941724047,471106.08664421114,450283.8420664139,250475.31954133126,63259.27069679715,4841437.8328241985,7191207.046042729,609419.4838098399,60843.463698160005,666158.8317273011,8527628.82527803
2016-10-01,405694.40724059154,20827.4799906712,267660.18743616657,1211149.6635535243,124540.49057451989,330928.27723743254,2360800.506032906,1208643.325926811,193577.24102747472,476005.1630436428,367781.9384939765,905100.0761144828,777244.5447306826,508775.2695595384,455244.00291508273,254027.15134940844,63325.254420914374,5209723.967582014,7570524.473614921,624862.72192716,58428.233122720005,709992.4449176288,8963807.87358243
2017-01-01,400443.8505742797,17071.216928912985,299744.644066359,1165873.9672710206,137371.108528745,406104.3786162561,2426609.1659855735,1253715.4250709738,218012.4656853517,543136.5319341876,389790.0432216246,887020.557460361,719887.8239037048,509271.18321767537,498429.3153651997,283246.62840547576,68194.17367003545,5370704.1479345905,7797313.3139201645,660294.0373592002,59732.948655960005,723537.431063036,9240877.73099836
2017-04-01,767460.148997532,32645.772850414374,292283.3998849894,1362041.2971667978,176911.24788921958,417643.14949742035,3048985.016286374,1400209.83966377,208070.42087827527,616524.7243473054,403799.46594927204,967594.9971081335,787315.0830167596,555149.4060180881,581864.7349349818,296304.5608165861,71391.69686021995,5888224.929593392,8937209.945879767,727774.6898513599,63550.77492096,829672.8939910621,10558208.304643149
2017-07-01,449938.6053077268,36331.30831388598,314876.8685407668,1448570.8335531096,218115.76803470906,510179.52710384456,2978012.910854043,1597490.6556500106,240265.95138243638,605813.7248173142,421218.552057658,1118167.7544233392,800179.1479402513,597840.1690962627,586124.4862344302,329153.2386542159,80441.71064448229,6376695.390900401,9354708.301754445,810580.3994955998,79898.13160012002,871235.4850191352,11116422.3178693
2017-10-01,502989.03262191714,23931.66181110121,350013.787835437,1496546.9936021222,204732.99732660674,487086.45582607714,3065300.9290232616,1617429.0759207637,257675.2695506855,632788.7030738007,459399.22660704254,1228701.022718941,975881.4226191312,656840.0452036052,587680.6354069429,322725.49624691193,79792.10032239498,6818912.997670219,9884213.926693482,862696.02077804,79358.88850648001,899136.7897450131,11725405.625723016
2018-01-01,464232.9187899554,25325.471899870492,443988.9799314276,1662659.3533447315,186958.64730332117,561311.4142511403,3344476.7855204465,1831351.582098754,300046.31248607615,675767.6166973343,453867.9939718815,1284361.110079179,888022.1498464079,659235.5328595247,647415.238897542,342633.35907665925,90855.18038361288,7173556.076396971,10518032.86191742,955592.3703669927,87040.59723408004,897124.5176605394,12457790.347179031
2018-04-01,877888.9758584142,47713.99354582578,535017.373834224,2021565.9418200436,241635.10143403936,561664.8900880092,4285486.276580556,2027581.8232973916,258291.48853521651,734417.9201859972,518083.7927507574,1461428.1136727387,985795.8004540411,754507.5730625984,758421.4962096041,377437.33009435015,89507.50257730598,7965472.840840002,12250959.117420558,1033155.0405793127,99867.26692564,1047412.5877720553,14431394.012697566
2018-07-01,553496.2953700809,84681.28469674531,626599.6559115393,2233427.0001484263,341415.30083735625,639514.380911978,4479133.917876126,2286288.0945704747,302739.2068996011,800713.5238113453,543627.5987069777,1526194.7453984022,1003209.9032754451,748546.0999017805,748158.9747500498,386674.85744959844,102141.13805847558,8448294.14282215,12927428.060698276,1157583.0233420327,125766.10107292002,1065498.468277112,15276275.65339034
2018-10-01,561118.5542333049,61949.114098332015,656990.5082379591,2374913.808124961,307618.54022417456,594355.0346633681,4556945.559582099,2574790.715795379,326906.2984693174,900272.4574729524,552202.2159811814,1756904.240428595,1280177.8748663364,932686.1114041917,777844.6745939107,453143.16363001027,104201.01484208602,9659128.76748396,14216074.327066058,1212079.846291873,116038.28419828002,1269590.2382401212,16813782.695796333
2019-01-01,707843.0554460624,49524.55894158412,691947.2259113682,2290006.768516834,316809.0364012923,733638.0328250218,4789768.678042162,2543798.339861114,407529.2597148246,1065612.6331231496,577770.9182212054,1778908.7377109046,1208049.9975473376,917228.7490664753,874739.6018560725,444667.2872673905,120276.43753663744,9938581.961905112,14728350.639947277,1307684.6481301605,107966.67407280001,1340106.894824522,17484108.85697476
2019-04-01,1673918.1209753111,90680.09979417127,840893.0319881589,2841596.19455404,354761.577220979,770065.7604057116,6571914.784938373,2928186.8971029157,368870.7102577188,1234927.8036073318,620045.8637622083,2068846.1687262002,1407416.3175458328,1090979.56239207,1069352.8466552068,527228.9296277419,124634.03015053621,11440489.129827762,18012403.914766133,1483126.5974754402,143789.90956571998,1594237.7329439102,21233558.154751204
2019-07-01,879396.4461551824,99213.52159532542,917163.3889288686,3132547.606949474,390793.7491311732,941848.9046557902,6360963.617415814,3299965.0444074655,439606.75482626044,1287016.4212992988,588099.9843284353,2258472.318866349,1494189.4316942696,1125977.5857320258,1079337.812278878,556810.0586957624,148121.88724037155,12277597.299369117,18638560.91678493,1646317.5834002395,195489.54862036,1823515.9599739811,22303884.00877951
2019-10-01,1020317.06145996,65498.83192815744,981890.145149781,3412626.343138317,491207.185582913,862091.7327061082,6833631.299965237,3777451.8191351956,474504.0382893915,1437951.641248054,878460.3641173289,2555655.9561494607,1784229.0507674322,1335748.4086768394,1103639.1004737397,643027.1082083718,159649.8159960547,14150317.303061867,20983948.60302711,1693258.7804342,205056.43256516,2329961.760270472,25212225.57629694
2020-01-01,1018686.2056244898,64129.92512713898,959951.5649717903,3408226.4073699196,389729.71388251113,951691.7931130865,6792415.610088937,3775079.6261502504,537302.0384111744,1453595.6839768304,953205.6865211604,2465031.158065545,1660420.3536740995,1334080.5576888798,1226889.8919183793,642111.7179069485,174144.38305700404,14221861.097370273,21014276.70745921,1795453.0625190807,167897.03343120005,2022361.279203339,24999988.08261283
2020-04-01,2396867.0753116985,100997.64588952716,561367.9649754578,3264116.184376196,386043.02868018585,500904.6480270072,7210296.547260072,3705115.0740373717,150275.4403871405,1294768.2083761229,1105055.310859729,2252590.3323536343,1598414.4696739975,1418276.0323381794,1095989.7889568266,299819.286924185,131936.51758989753,13052240.461497083,20262537.00875715,1596488.33594372,162627.03700951996,2003709.5573886458,24025361.939099036
2020-07-01,1432236.8646952729,118604.19188888656,854419.0687236865,4292973.860480535,439264.6098203413,926278.8338175947,8063777.429426317,4616586.288829631,248288.79711001698,1342292.4896770166,1000316.3135791929,2619185.316836357,1688596.8573065826,1411352.6471577769,1271274.969114443,392105.0425916135,157114.8485450306,14747113.57074766,22810891.00017397,1892109.8952606397,207694.88681808003,2625683.7231397624,27536379.505392455
